total_samples,total_latency_s,data_tx_latency_s,inter_stage_latency_s,stage1_compute_latency_s,stage2_compute_latency_s,effective_compute_flops,effective_compute_pflops,ideal_peak_pflops,compute_utilization,bottleneck_stage,link_bandwidth_gbps
343396,11753.677965635075,443.5466225186665,1451.7616739874663,8584.9,8584.9,1460802316534480.8,1.4608023165344808,4.0,0.3652005791336202,bigstar1_stage,10.0
343396,10601.431185894917,97.87289058650646,299.5159008802665,8584.9,8584.9,1619573781966742.8,1.6195737819667428,4.0,0.4048934454916857,bigstar1_stage,50.0
343396,10457.400338427396,54.66367409498646,155.48517924186646,8584.9,8584.9,1641880337784029.8,1.6418803377840296,4.0,0.4104700844460074,bigstar1_stage,100.0
343396,10385.384914693635,33.059065849226464,83.46981842266646,8584.9,8584.9,1653265636375934.2,1.6532656363759342,4.0,0.41331640909398354,bigstar1_stage,200.0
343396,10349.377202826758,22.25676172634646,47.462138013066465,8584.9,8584.9,1659017703530059.8,1.6590177035300597,4.0,0.41475442588251493,bigstar1_stage,400.0
